cell_id,carrier_id,w,throat_class,e,R,a,sphere_likeness_rms,spiral_family,spiral_id,log_multiplier,b,scale,k,theta_outer,theta_inner,r_outer,r_inner,u_outer,v_outer,u_inner,v_inner,p_outer,p_inner,tau_outer,tau_inner,dot_d,cross_norm_c,delta_ambient_directed_rad,delta_ambient_directed_deg,residual_ambient_directed,directed_state,delta_ambient_line_rad,delta_ambient_line_deg,line_state,parallel_transport_used,image_pixel_data_used,technical_error
VB-W02-E14-LOG-M150-G30,VB-W02-E14,0.02,NARROW,1.4,0.51,0.49,0.05334433125747475,Logarithmic,LOG-M150,1.5,0.3730887048727122,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.029709803510929233,0.0,0.0,3.0386849671123177,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.022592259145573945, 8.300261354440393e-18, 0.0704701393794694]","[0.0, -0.8327099894044518, -0.5537093764295831]","[-0.05577200939751999, 0.6521148881301759, 0.7560659069464322]",-0.9616633634603402,0.274232702969842,2.8638009273421576,164.08370650235696,1.9807389345697934,AMBIENT_DIRECTED_NOT_PARALLEL,0.2777917262476355,15.916293497643046,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E14-LOG-M150-GHALF,VB-W02-E14,0.02,NARROW,1.4,0.51,0.49,0.05334433125747475,Logarithmic,LOG-M150,1.5,0.3730887048727122,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.029709803510929233,0.0,0.0,3.039622118871914,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.022545300889707742, 8.283009171118367e-18, 0.06983062349698048]","[0.0, -0.8282377141630403, -0.5603769167604802]","[-0.05509835561421424, 0.6547360467344151, 0.7538467220298828]",-0.964715388528558,0.2632949280487446,2.875156593898369,164.73433826958572,1.9822791874650543,AMBIENT_DIRECTED_NOT_PARALLEL,0.2664360596914239,15.265661730414266,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E14-LOG-M200-G30,VB-W02-E14,0.02,NARROW,1.4,0.51,0.49,0.05334433125747475,Logarithmic,LOG-M200,2.0,0.4974516064969496,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.009201664039153823,0.0,0.0,3.1097174542045405,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.020248905866594724, 7.439327326728388e-18, 0.02186268415495867]","[0.0, -0.7482598142203453, -0.6634057961933513]","[-0.010773115474887998, 0.8809917775177686, 0.47300890893200637]",-0.9730075956116837,0.23077308959662243,2.908720509457658,166.65740897506646,1.9864579510332878,AMBIENT_DIRECTED_NOT_PARALLEL,0.23287214413213533,13.342591024933553,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E14-LOG-M200-GHALF,VB-W02-E14,0.02,NARROW,1.4,0.51,0.49,0.05334433125747475,Logarithmic,LOG-M200,2.0,0.4974516064969496,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.009201664039153823,0.0,0.0,3.110008025832131,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.020244388916445866, 7.437667826165875e-18, 0.021663452353257236]","[0.0, -0.7425111848457803, -0.6698336662029728]","[-0.010601030499825616, 0.8827420987962081, 0.46973823047012825]",-0.9700923627619262,0.24273608654459117,2.896407354131032,165.95191714236176,1.9849898552697574,AMBIENT_DIRECTED_NOT_PARALLEL,0.24518529945876116,14.048082857638242,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E14-GOLDEN-MEAN-G30,VB-W02-E14,0.02,NARROW,1.4,0.51,0.49,0.05334433125747475,Golden Mean logarithmic,GOLDEN-MEAN,,0.30634896253003313,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.05572809000084122,0.0,0.0,2.94861146044251,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.029095944811495356, 1.0689676704469748e-17, 0.1315649186461698]","[0.0, -0.8776943458538831, -0.4792208627095904]","[-0.11194889443117617, 0.5866895652611333, 0.8020366569236967]",-0.8992868128568594,0.4373593810835113,2.6889324319422228,154.06447974613783,1.948992977338225,AMBIENT_DIRECTED_NOT_PARALLEL,0.4526602216475706,25.93552025386218,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E14-GOLDEN-MEAN-GHALF,VB-W02-E14,0.02,NARROW,1.4,0.51,0.49,0.05334433125747475,Golden Mean logarithmic,GOLDEN-MEAN,,0.30634896253003313,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.05572809000084122,0.0,0.0,2.9503639487250326,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.028931993391010213, 1.062944192977591e-17, 0.13038482700765353]","[0.0, -0.8741563015860219, -0.4856446853384149]","[-0.11080283731894157, 0.5879344966549551, 0.8012838191834132]",-0.903085873404827,0.42946001589978194,2.697697893898013,154.5667037216871,1.9509412463756193,AMBIENT_DIRECTED_NOT_PARALLEL,0.4438947596917801,25.433296278312895,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-RECIPROCAL-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Reciprocal,RECIPROCAL,,,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.09592530447777489,0.0,0.0,2.8096367683208663,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.046750695728663916, 1.717592696460603e-17, 0.25549992202706245]","[0.0, -0.44069851850127423, -0.8976551764406989]","[-0.09648480890136124, 0.8888925633886468, 0.44784002992545063]",-0.7937395568721148,0.6082577708968945,2.487728876737598,142.53636520988536,1.8940641788873551,AMBIENT_DIRECTED_NOT_PARALLEL,0.6538637768521957,37.46363479011466,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-RECIPROCAL-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Reciprocal,RECIPROCAL,,,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.09592530447777489,0.0,0.0,2.8126280631813176,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.04627509672869318, 1.7001194726708476e-17, 0.25328163782675567]","[0.0, -0.43455820902654324, -0.900643749197008]","[-0.09573988545362894, 0.8885218680591089, 0.4487346257133244]",-0.7902645073616497,0.6127658675256392,2.4820368655123146,142.21023698973553,1.8922285841629438,AMBIENT_DIRECTED_NOT_PARALLEL,0.6595557880774784,37.78976301026445,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M050-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M050,0.5,0.1243629016242374,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.30971810485952367,0.0,0.0,2.0799184771396644,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.271168648995867, 9.962574540657019e-17, 0.6845674105524627]","[0.0, -0.9693819521781348, -0.24555779521592924]","[-0.19677453683325663, 0.9645689888416104, 0.17574540511527043]",-0.978191423613206,0.20770541343347154,2.932364024369516,168.01208259237055,1.9890658227485614,AMBIENT_DIRECTED_NOT_PARALLEL,0.20922862922027716,11.987917407629453,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M050-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M050,0.5,0.1243629016242374,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.30971810485952367,0.0,0.0,2.08845349218488,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.2675256465730398, 9.828732802964977e-17, 0.6812810294593962]","[0.0, -0.9683513522789873, -0.24959098248826359]","[-0.1971636597380316, 0.9637714826143788, 0.17964136655566704]",-0.9781062836517215,0.20810597752351567,2.931954511969682,167.98861926020177,1.9890230182940172,AMBIENT_DIRECTED_NOT_PARALLEL,0.20963814162011152,12.011380739798236,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M075-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M075,0.75,0.1865443524363561,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.17236531991943516,0.0,0.0,2.5464610914148955,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.10424337253823779, 3.82983937533834e-17, 0.4395242788895662]","[0.0, -0.9347926897526128, -0.35519378821296355]","[-0.23297759851137143, 0.8015984884615609, 0.5506008553280818]",-0.9448984107278905,0.327363702025602,2.808080465056384,160.89115918086424,1.9722567838534062,AMBIENT_DIRECTED_NOT_PARALLEL,0.3335121885334092,19.108840819135757,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M075-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M075,0.75,0.1865443524363561,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.17236531991943516,0.0,0.0,2.5516847093392996,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.10281397301297873, 3.7773240887390024e-17, 0.43612706970779]","[0.0, -0.932716924135947, -0.3606094000859906]","[-0.23186746641329298, 0.7994433194597482, 0.5541911736849113]",-0.9455008606229947,0.32561959793780354,2.8099256875121514,160.99688263984248,1.9725622224016126,AMBIENT_DIRECTED_NOT_PARALLEL,0.331666966077642,19.003117360157532,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M100-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M100,1.0,0.2487258032484748,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.0959253044777749,0.0,0.0,2.8096367683208663,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.046750695728663916, 1.717592696460603e-17, 0.25549992202706245]","[0.0, -0.8920498486038181, -0.4519370172998727]","[-0.1686258584395153, 0.5991379784220974, 0.7826870400599584]",-0.8881861893081933,0.45948372454548453,2.6641788119270986,152.64620179160065,1.9432890620328174,AMBIENT_DIRECTED_NOT_PARALLEL,0.47741384166269485,27.35379820839936,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M100-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M100,1.0,0.2487258032484748,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.0959253044777749,0.0,0.0,2.8126280631813176,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.04627509672869318, 1.7001194726708476e-17, 0.25328163782675567]","[0.0, -0.8888496000121798, -0.4581990708831565]","[-0.16718081785272285, 0.5983757808836823, 0.7835796060349824]",-0.8909015209436555,0.4541965213212024,2.6701225185003437,152.98675109291176,1.944685846579676,AMBIENT_DIRECTED_NOT_PARALLEL,0.47147013508944974,27.01324890708825,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M125-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M125,1.25,0.3109072540605935,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.053384660228952954,0.0,0.0,2.956721292039026,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.02834964650382249, 1.0415491154359548e-17, 0.14411494947138037]","[0.0, -0.8448377540541844, -0.5350225876770826]","[-0.09795156688562123, 0.5367158192795943, 0.8380582437275381]",-0.9018178775087425,0.4321163220773161,2.694754463525746,154.39805758406558,1.9502911974926935,AMBIENT_DIRECTED_NOT_PARALLEL,0.4468381900640473,25.601942415934428,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M125-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M125,1.25,0.3109072540605935,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.053384660228952954,0.0,0.0,2.9584006776816585,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.02819906042207032, 1.0360166725455368e-17, 0.14282054415198717]","[0.0, -0.8405991741978767, -0.5416576671088926]","[-0.09695422339835014, 0.5380709119782362, 0.8373049457922317]",-0.9058346078653619,0.42363151817753897,2.704142044000289,154.9359263250963,1.9523496653342414,AMBIENT_DIRECTED_NOT_PARALLEL,0.43745060958950466,25.064073674903714,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M150-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M150,1.5,0.3730887048727122,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.029709803510929233,0.0,0.0,3.0386849671123177,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.022592259145573945, 8.300261354440393e-18, 0.08053730214796503]","[0.0, -0.7961847065348976, -0.6050536447951861]","[-0.05145162705049943, 0.6015987657716336, 0.7971396710087283]",-0.9612960001323113,0.2755176947668148,2.8624644543723856,164.0071322417557,1.9805534580678763,AMBIENT_DIRECTED_NOT_PARALLEL,0.2791281992174077,15.99286775824431,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M150-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M150,1.5,0.3730887048727122,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.029709803510929233,0.0,0.0,3.039622118871914,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.022545300889707742, 8.283009171118367e-18, 0.07980642685369199]","[0.0, -0.7910867573133721, -0.6117039663132928]","[-0.050852359388131665, 0.6042806973410593, 0.7951470784488008]",-0.9644330790561603,0.26432713826289994,2.8740864739641125,164.67302491378,1.9821367657435551,AMBIENT_DIRECTED_NOT_PARALLEL,0.26750617962568085,15.326975086220004,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M200-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M200,2.0,0.4974516064969496,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.009201664039153823,0.0,0.0,3.1097174542045405,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.020248905866594724, 7.439327326728388e-18, 0.024985924748524197]","[0.0, -0.7024360354214504, -0.711746876453557]","[-0.010422115234856649, 0.8522880728099532, 0.5229688522846532]",-0.9708993019977155,0.23948809026828238,2.8997540900327277,166.14367098467383,1.9853963342354168,AMBIENT_DIRECTED_NOT_PARALLEL,0.24183856355706557,13.856329015326175,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-LOG-M200-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Logarithmic,LOG-M200,2.0,0.4974516064969496,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.009201664039153823,0.0,0.0,3.110008025832131,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.020244388916445866, 7.437667826165875e-18, 0.024758231260865415]","[0.0, -0.6962350877578579, -0.7178138355972304]","[-0.010260169900214045, 0.8543588202929532, 0.5195822698103277]",-0.9677979302242307,0.2517283580641943,2.887126945417458,165.42018889091753,1.9838336272098176,AMBIENT_DIRECTED_NOT_PARALLEL,0.2544657081723352,14.579811109082469,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-GOLDEN-MEAN-G30,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Golden Mean logarithmic,GOLDEN-MEAN,,0.30634896253003313,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.05572809000084122,0.0,0.0,2.94861146044251,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.029095944811495356, 1.0689676704469748e-17, 0.15035990702419405]","[0.0, -0.8483795027556629, -0.5293885334081708]","[-0.1023264147935952, 0.536261122675868, 0.8378265412016421]",-0.8984887085001243,0.43899662948339246,2.6871110166122296,153.9601203349888,1.9485834385522858,AMBIENT_DIRECTED_NOT_PARALLEL,0.4544816369775635,26.0398796650112,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E16-GOLDEN-MEAN-GHALF,VB-W02-E16,0.02,NARROW,1.6,0.51,0.49,0.01961545587838003,Golden Mean logarithmic,GOLDEN-MEAN,,0.30634896253003313,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.05572809000084122,0.0,0.0,2.9503639487250326,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.028931993391010213, 1.062944192977591e-17, 0.14901123086588977]","[0.0, -0.8442116687624851, -0.5360099423753818]","[-0.1012945027193173, 0.5374820168076602, 0.8371693408906088]",-0.9024796805082325,0.4307324300186354,2.6962884586045037,154.48594902787224,1.950630503456886,AMBIENT_DIRECTED_NOT_PARALLEL,0.44530419498528967,25.514050972127777,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E18-RECIPROCAL-G30,VB-W02-E18,0.02,NARROW,1.8,0.51,0.49,0.04942671621680366,Reciprocal,RECIPROCAL,,,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.09592530447777489,0.0,0.0,2.8096367683208663,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.046750695728663916, 1.717592696460603e-17, 0.2874374122804452]","[0.0, -0.39996841974031677, -0.9165289210987474]","[-0.09401307821090565, 0.8661210716433335, 0.49091326156533355]",-0.7963572783045163,0.6048264918895531,2.492044681417497,142.7836426032464,1.8954457408770724,AMBIENT_DIRECTED_NOT_PARALLEL,0.6495479721722962,37.216357396753615,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E18-RECIPROCAL-GHALF,VB-W02-E18,0.02,NARROW,1.8,0.51,0.49,0.04942671621680366,Reciprocal,RECIPROCAL,,,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.09592530447777489,0.0,0.0,2.8126280631813176,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.04627509672869318, 1.7001194726708476e-17, 0.28494184255510013]","[0.0, -0.394163931406747, -0.9190401488389814]","[-0.09327780470079407, 0.8656723254734249, 0.49184415830589395]",-0.7932413355736587,0.6089073686015949,2.486910218275467,142.4894595351426,1.8938011171047813,AMBIENT_DIRECTED_NOT_PARALLEL,0.6546824353143263,37.51054046485742,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E18-LOG-M050-G30,VB-W02-E18,0.02,NARROW,1.8,0.51,0.49,0.04942671621680366,Logarithmic,LOG-M050,0.5,0.1243629016242374,G30,0.5773502691896257,1.0,10.42477796076938,1.0,0.30971810485952367,0.0,0.0,2.0799184771396644,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.271168648995867, 9.962574540657019e-17, 0.7701383368715206]","[0.0, -0.9617107711589322, -0.2740664018753337]","[-0.19597227982059573, 0.9606364056530186, 0.19690749522546694]",-0.9778201072026375,0.2094465037908786,2.9305837793452465,167.91008206598073,1.9888791351928037,AMBIENT_DIRECTED_NOT_PARALLEL,0.2110088742445469,12.089917934019274,AMBIENT_LINE_NOT_PARALLEL,False,False,
VB-W02-E18-LOG-M050-GHALF,VB-W02-E18,0.02,NARROW,1.8,0.51,0.49,0.04942671621680366,Logarithmic,LOG-M050,0.5,0.1243629016242374,GHALF,0.5463024898437905,1.0,10.42477796076938,1.0,0.30971810485952367,0.0,0.0,2.08845349218488,9.42477796076938,"[1.0, 0.0, 0.0]","[-0.2675256465730398, 9.828732802964977e-17, 0.7664411581418207]","[0.0, -0.960437638251264, -0.2784951400479626]","[-0.19632401154611934, 0.9596671310119134, 0.20123588185460903]",-0.9777436479162231,0.20980314334984815,2.9302190358751528,167.8891838045394,1.9888406914160939,AMBIENT_DIRECTED_NOT_PARALLEL,0.21137361771464047,12.110816195460592,AMBIENT_LINE_NOT_PARALLEL,False,False,
